object-id,filename,title,creator,publisher/publication,place,date,description,subject,page,vol-issue,latitude,longitude,collection,identifier,type,format,language,rights,rightsstatement,note
502387,https://catalog.sage.eou.edu/eg/opac/record/502387,Paul Kane's Great Nor-West,"Eaton, Diane F.",,,1995,,"Kane, Paul 1810-1871;Kane, Paul 1810-1871 Kane, Paul 1810-1871;Kane, Paul 1810-1871 Travel Northwest, Canadian Kane, Paul 1810-1871 Travel Northwest, Pacific Northwest, Canadian Description and travel Northwest, Pacific Description and travel Indians of North America Northwest, Canadian Indians of North America Northwest, Pacific;Northwest, Canadian -- Northwest, Pacific -- Northwest, Canadian -- Northwest, Pacific -- Northwest, Canadian -- Northwest, Pacific;Travel -- Travel -- Description and travel -- Description and travel -- Indians of North America -- Indians of North America",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/502387,record,url,eng,,,"{""0774805382 :""}"
502408,https://catalog.sage.eou.edu/eg/opac/record/502408,On the home front : the Cold War legacy of the Hanford Nuclear Site,"Gerber, Michele Stenehjem 1948-",,,1997,,Environmental aspects;Hanford Site;Hanford Site (Wash.);Hazardous waste site remediation;Nuclear weapons plants;Nuclear weapons plants -- Waste disposal -- Environmental aspects -- Hazardous waste site remediation;Washington (State);Washington (State) -- Hanford Site -- Hanford Site (Wash.) -- Washington (State) -- Hanford Site;Waste disposal;n-us-wa Nuclear weapons plants Waste disposal Environmental aspects Washington (State) Hanford Site Hanford Site (Wash.) Hazardous waste site remediation Washington (State) Hanford Site,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/502408,record,url,eng,,,"{""0803270682 (pbk. : alk. paper)""}"
502448,https://catalog.sage.eou.edu/eg/opac/record/502448,the indian heritage of america,"josephy, alvin m",j cape,,1972,,n------ nc----- s------,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/502448,record,url,eng,,,{0224007637:}
502450,https://catalog.sage.eou.edu/eg/opac/record/502450,Language of the robe : American Indian trade blankets,"Kapoun, Robert W. 1943-",,,1992,,Indians of North America -- Clothing -- Indian textile fabrics -- Indian blankets;Indians of North America Clothing Indian textile fabrics North America Indian blankets North America;North America -- North America,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/502450,record,url,eng,,,"{""0879054689 (hb) :"",1423600169}"
502457,https://catalog.sage.eou.edu/eg/opac/record/502457,River song,"Lesley, Craig.",,,1999,,Indians of North America -- Nez Percé Indians;Indians of North America Oregon Fiction Nez Percé Indians Fiction;Oregon;oregon authors,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/502457,record,url,eng,,,{0312244916}
502462,https://catalog.sage.eou.edu/eg/opac/record/502462,"The old north trail : or Life, legends and religion of the Blackfeet Indians","McClintock, Walter 1870-1949",,,1968,,"McClintock, Walter 1870-1949;McClintock, Walter 1870-1949 Siksika Indians Northwestern States Description and travel;Northwestern States;Siksika Indians -- Description and travel",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/502462,record,url,eng,,,"{""0803251300 (pa.) :""}"
502463,https://catalog.sage.eou.edu/eg/opac/record/502463,Forlorn hope : the Battle of White Bird Canyon and the beginning of the Nez Perce War,"McDermott, John D. (John Dishon)",,,1978,,"Nez Percé Indians -- Wars, 1877;Nez Percé Indians Wars, 1877",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/502463,record,url,eng,,,"{""0931406013 (pbk.)"",0931406005}"
502474,https://catalog.sage.eou.edu/eg/opac/record/502474,The journals of Lewis and Clark,"Lewis, Meriwether 1774-1809",,,1953,,Description and travel -- History;Lewis and Clark Expedition (1804-1806);Lewis and Clark Expedition (1804-1806) West (U.S.) Description and travel Missouri River Columbia River West (U.S.) History To 1848;To 1848;West (U.S.) -- Missouri River -- Columbia River -- West (U.S.),,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/502474,record,url,eng,,,
502486,https://catalog.sage.eou.edu/eg/opac/record/502486,dream tracks,"mcluhan, t c",abrams,,1985,,"Advertising;Indians of North America;Indians of North America -- Advertising -- Railroad travel;Railroad travel;Southwest, New;Southwest, New -- Southwest, New;n-ust-- Indians of North America Southwest, New Pictorial works Advertising Railroad travel Southwest, New",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/502486,record,url,eng,,,{0810908352}
502514,https://catalog.sage.eou.edu/eg/opac/record/502514,Genocide in northwestern California : when our worlds cried,"Norton, Jack 1933-",,,1979,,"California, Northern;California, Northern -- California, Northern -- California, Northern;History;Indians of North America;Indians of North America -- Wars -- Indians of North America -- History -- History;Wars;n-us-ca Indians of North America Wars California, Northern Indians of North America California, Northern History California, Northern History",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/502514,record,url,eng,,,
502516,https://catalog.sage.eou.edu/eg/opac/record/502516,Indian peace medals in American history,"Prucha, Francis Paul.",,,1994,,Indians of North America -- Medals -- Indians of North America -- Government relations -- Peace -- Awards -- Medals -- History;Indians of North America Medals Indians of North America Government relations Peace Awards Medals United States History;United States,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/502516,record,url,eng,,,"{""0963073141 (pbk. : alk. paper)""}"
502543,https://catalog.sage.eou.edu/eg/opac/record/502543,Spirit capture : photographs from the National Museum of the American Indian,,,,1998,,Indians of North America -- Indians -- Photography in ethnology;Indians of North America Pictorial works Indians Pictorial works Photography in ethnology National Museum of the American Indian (U.S.);National Museum of the American Indian (U.S.),,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/502543,record,url,eng,,,"{""1560987650 (paper : alk. paper)"",""1560989246 (cloth : alk. paper)""}"
502555,https://catalog.sage.eou.edu/eg/opac/record/502555,Do them no harm! : Lewis and Clark among the Nez Perce,"Swayne, Zoa.",,,2003,,"Clark, William 1770-1838;History -- Discoveries in geography -- Nez Percé Indians -- Explorers;Lewis and Clark Expedition (1804-1806);Lewis and Clark Expedition (1804-1806) Fiction West (U.S.) History To 1848 Fiction Lewis, Meriwether 1774-1809 Fiction Clark, William 1770-1838 Fiction Discoveries in geography Fiction Nez Percé Indians Fiction Explorers Fiction;Lewis and Clark Expedition (1804-1806) Lewis, Meriwether 1774-1809 Clark, William 1770-1838;Lewis, Meriwether 1774-1809;To 1848;West (U.S.);biographical fiction historical fiction",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/502555,record,url,eng,,,{0870044273}
502565,https://catalog.sage.eou.edu/eg/opac/record/502565,I will tell of my war story : a pictorial account of the Nez Perce War,"Thompson, Scott M.","Seattle, Wash. : University of Washington Press, in association with the Idaho State Historical Society, Boise, c2000.",,2000,,"Nez Percé Indians;Nez Percé Indians -- Wars, 1877;Wars, 1877;n-usp-- n-us-id n-cn--- Nez Percé Indians Wars, 1877 Pictorial works",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/502565,record,url,eng,,,"{""0295979437 (alk. paper)""}"
502576,https://catalog.sage.eou.edu/eg/opac/record/502576,Diplomats in buckskins : a history of Indian delegations in Washington City,"Viola, Herman J.",,,1995,,Indians of North America -- Government relations;Indians of North America Government relations,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/502576,record,url,eng,,,"{""0963073192 (pbk. : acid-free paper)""}"
502595,https://catalog.sage.eou.edu/eg/opac/record/502595,Chief Joseph's allies,"Trafzer, Clifford E.",,,1992,,"Big Hole, Battle of the, Mont., 1877 -- Paloos Indians -- Wars -- Indians of North America -- Wars;Big Hole, Battle of the, Mont., 1877 Paloos Indians Wars Indians of North America Wars Idaho;Idaho",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/502595,record,url,eng,,,{0940113244}
502597,https://catalog.sage.eou.edu/eg/opac/record/502597,The death and rebirth of the Seneca,"Wallace, Anthony F. C. 1923-",,,1970,,Handsome Lake 1735-1815;Seneca Indians;Seneca Indians Handsome Lake 1735-1815,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/502597,record,url,eng,,,
502598,https://catalog.sage.eou.edu/eg/opac/record/502598,The way of the warrior,,,,1993,,Indians of North America -- Wars -- Indians of North America -- Social life and customs;Indians of North America Wars Indians of North America Social life and customs,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/502598,record,url,eng,,,"{""0809494175 (lib. bdg.)"",0809494167}"
505003,https://catalog.sage.eou.edu/eg/opac/record/505003,The life and adventures of James P. Beckwourth,"Beckwourth, James Pierson 1798-1866",,,1931,,Frontier and pioneer life -- Crow Indians;Frontier and pioneer life West (U.S.) Crow Indians;West (U.S.),,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/505003,record,url,eng,,,
508812,https://catalog.sage.eou.edu/eg/opac/record/508812,The captured : the true story of Indian abduction on the Texas frontier,"Zesch, Scott",,,2004,,"Indian captivities -- Apache Indians -- Social life and customs -- Comanche Indians -- Social life and customs -- Whites -- Relations with Indians -- Whites -- Cultural assimilation;Korn, Adolph 1859-1900;Korn, Adolph 1859-1900 Indian captivities Texas Apache Indians Social life and customs Comanche Indians Social life and customs Whites Texas Relations with Indians Whites Cultural assimilation Texas;Texas -- Texas -- Texas",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/508812,record,url,eng,,,"{0312317891(pbk),0312317875}"
509634,https://catalog.sage.eou.edu/eg/opac/record/509634,"History of Idaho : a narrative account of its historical progress, its people and its principal interests","French, Hiram T. (Hiram Taylor) 1861-",,,1914,,History;Idaho -- Idaho;Idaho History Idaho Biography,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/509634,record,url,eng,,,
509825,https://catalog.sage.eou.edu/eg/opac/record/509825,Roofwalker,"Power, Susan 1961-",,,2002,,Chicago (Ill.);Chicago (Ill.) Fiction Indians of North America Fiction;Indians of North America,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/509825,record,url,eng,,,"{""157131041X (pbk., alk. paper)"",""1571310398 (alk. paper)""}"
511175,https://catalog.sage.eou.edu/eg/opac/record/511175,North American Indian mythology,"Burland, C. A. (Cottie Arthur) 1905-1983",,,1966,,Indian mythology;Indian mythology North America;North America,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/511175,record,url,eng,,,
511894,https://catalog.sage.eou.edu/eg/opac/record/511894,"Journal kept by David Douglas during his travels in North America, 1823-1827 : together with a particular description of thirty-three species of American oaks and eighteen species of Pinus, with appendices containing a list of the plants introduced by Douglas and an account of his death in 1834","Douglas, David 1799-1834",,,1959,,"Botany -- Description and travel -- Description and travel;Botany North America North America Description and travel Northwest, Pacific Description and travel;North America -- North America -- Northwest, Pacific",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/511894,record,url,eng,,,
511895,https://catalog.sage.eou.edu/eg/opac/record/511895,How we built the Union Pacific Railway : and other railway papers and addresses,"Dodge, Grenville M. 1831-1916",,,1965,,Description and travel -- Railroads -- History;Union Pacific Railroad Company;Union Pacific Railroad Company West (U.S.) Description and travel Railroads United States History;West (U.S.) -- United States,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/511895,record,url,eng,,,
512181,https://catalog.sage.eou.edu/eg/opac/record/512181,The long summer : how climate changed civilization,"Fagan, Brian M.",,,2005,,Climatic changes -- Civilization -- History;Climatic changes Civilization History,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/512181,record,url,eng,,,"{""0465022820 (pbk.)""}"
512901,https://catalog.sage.eou.edu/eg/opac/record/512901,Desert challenge : an interpretation of Nevada,"Lillard, Richard Gordon 1909-1990",,,1942,,Description and travel -- History;Nevada -- Nevada;Nevada Description and travel Nevada History,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/512901,record,url,eng,,,
513141,https://catalog.sage.eou.edu/eg/opac/record/513141,Chief Joseph's own story,Joseph (Nez Percé chief) 1840-1904,,,2003,,"Joseph (Nez Percé chief) 1840-1904;Nez Percé Indians -- Wars, 1877 -- Nez Percé Indians -- Kings and rulers;Nez Percé Indians Wars, 1877 Personal narratives Nez Percé Indians Kings and rulers Biography Joseph (Nez Percé chief) 1840-1904",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/513141,record,url,eng,,,"{""1930111061 (pbk.)""}"
513777,https://catalog.sage.eou.edu/eg/opac/record/513777,That distant land : the collected stories,"Berry, Wendell 1934-",,,2004,,"Kentucky;Port William (Ky. : Imaginary place) -- Social life and customs -- Pastoral fiction, American -- Country life;Port William (Ky. : Imaginary place) Fiction Kentucky Social life and customs Fiction Pastoral fiction, American Country life Fiction",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/513777,record,url,eng,,,{1593760272}
514325,https://catalog.sage.eou.edu/eg/opac/record/514325,Tall tales from Rogue River : the yarns of Hathaway Jones,"Jones, Hathaway 1878-1937",,,1974,,"Oregon -- Rogue River Valley (Klamath County-Curry County) -- Rogue River Valley (Klamath County-Curry County, Or.);Tales;Tales Oregon Rogue River Valley (Klamath County-Curry County) Rogue River Valley (Klamath County-Curry County, Or.)",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/514325,record,url,eng,,,{0253186544}
516639,https://catalog.sage.eou.edu/eg/opac/record/516639,Why the North Star stands still,"Palmer, William R. (William Rees) 1877-1960",,,1957,,Paiute Indians -- Folklore;Paiute Indians Folklore,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/516639,record,url,eng,,,
516744,https://catalog.sage.eou.edu/eg/opac/record/516744,Sovereigns of the sage : true stories of people and places in the great sagebrush kingdom of the western United States,"Murbarger, Nell 1909-1991",,,1958,,Nevada -- Utah -- Utah -- Nevada;Nevada Social life and customs Utah Social life and customs Frontier and pioneer life Utah Frontier and pioneer life Nevada;Social life and customs -- Social life and customs -- Frontier and pioneer life -- Frontier and pioneer life,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/516744,record,url,eng,,,
517518,https://catalog.sage.eou.edu/eg/opac/record/517518,The biography of a grizzly,"Seton, Ernest Thompson 1860-1946",,,,,Animals Short stories;Grizzly bear -- Animals -- Animals -- Short stories;Grizzly bear Fiction Wyoming Fiction Bighorn Basin (Mont. and Wyo.) Fiction Animals Folklore Animals Fiction Short stories;Wyoming -- Bighorn Basin (Mont. and Wyo.),,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/517518,record,url,eng,,,
519561,https://catalog.sage.eou.edu/eg/opac/record/519561,This bloody deed : the Magruder incident,"Hamilton, Ladd",,,1994,,"19th century;Idaho -- Nez Perce County -- Idaho -- Nez Perce County;Magruder, Lloyd 1825-1863;Murder -- Criminal justice, Administration of -- History;Murder Idaho Nez Perce County Case studies Criminal justice, Administration of Idaho Nez Perce County History 19th century Magruder, Lloyd 1825-1863",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/519561,record,url,eng,,,"{""0874221072 (acid-free paper)""}"
519662,https://catalog.sage.eou.edu/eg/opac/record/519662,Blood struggle : the rise of modern Indian nations,"Wilkinson, Charles F. 1941-",,,2005,,"Indians of North America -- Politics and government -- Indians of North America -- Government relations -- Indians of North America -- Social conditions -- Self-determination, National -- Race relations -- Social policy -- Politics and government;Indians of North America Politics and government Indians of North America Government relations Indians of North America Social conditions Self-determination, National United States United States Race relations United States Social policy United States Politics and government;United States -- United States -- United States -- United States",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/519662,record,url,eng,,,"{""0393051498 (hardcover)""}"
519977,https://catalog.sage.eou.edu/eg/opac/record/519977,"Coyote warrior : one man, three tribes, and the trial that forged a nation","VanDevelder, Paul",,,2004,,"History -- Indians of North America -- Government relations -- Indians of North America -- Relocation -- Indians of North America -- Legal status, laws, etc -- Indians, Treatment of -- Dams -- Law and legislation -- Trials -- Environmental aspects -- Social aspects -- Social policy -- Race relations -- Politics and government;Three Affiliated Tribes of the Fort Berthold Reservation, North Dakota -- North Dakota -- North Dakota -- North Dakota -- North Dakota -- Garrison Dam -- North Dakota -- Garrison Dam -- United States -- Garrison Dam (N.D.) -- Garrison Dam (N.D.) -- United States -- United States -- United States;Three Affiliated Tribes of the Fort Berthold Reservation, North Dakota History Indians of North America Government relations North Dakota Indians of North America Relocation North Dakota Indians of North America Legal status, laws, etc North Dakota Indians, Treatment of North Dakota Garrison Dam Dams Law and legislation North Dakota Garrison Dam Trials United States Garrison Dam (N.D.) Environmental aspects Garrison Dam (N.D.) Social aspects United States Social policy United States Race relations United States Politics and government",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/519977,record,url,eng,,,{0316896896}
521069,https://catalog.sage.eou.edu/eg/opac/record/521069,Moontrap,"Berry, Don.",,,1962,,Married people -- Shoshoni women -- Fur trade -- Farm life -- Trappers;Willamette River Valley (Or.);Willamette River Valley (Or.) Fiction Married people Fiction Shoshoni women Fiction Fur trade Fiction Farm life Fiction Trappers Fiction;historical fiction western fiction,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/521069,record,url,eng,,,
523391,https://catalog.sage.eou.edu/eg/opac/record/523391,Pony Express,"Reinfeld, Fred 1910-1964",,,1966,,Pony express,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/523391,record,url,eng,,,{0803257864}
524180,https://catalog.sage.eou.edu/eg/opac/record/524180,When the river ran wild! : Indian traditions on the Mid-Columbia and the Warm Springs Reservation,"Aguilar, George 1930-",,,2005,,"Aguilar, George 1930-;Chinook Indians;Chinook Indians -- Social life and customs -- Chinook Indians -- History -- Social life and customs;History;Social life and customs;Warm Springs Indian Reservation (Or.);n-us-or Aguilar, George 1930- Chinook Indians Social life and customs Chinook Indians History Warm Springs Indian Reservation (Or.) Social life and customs;oregon authors",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/524180,record,url,eng,,,"{9780295984841,""0295984848 (pbk. : alk. paper)""}"
531637,https://catalog.sage.eou.edu/eg/opac/record/531637,Growing up Native American,,,,1995,,Indian children -- Indians of North America -- Ethnic identity -- American literature -- Indian authors;Indian children North America Indians of North America Ethnic identity American literature Indian authors;North America,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/531637,record,url,eng,,,"{""0380724170 :""}"
532312,https://catalog.sage.eou.edu/eg/opac/record/532312,The Cayuse Indians : imperial tribesmen of Old Oregon,"Ruby, Robert H.",,,2005,,"Cayuse Indians -- History -- Whitman Massacre, 1847 -- History;Cayuse Indians History Whitman Massacre, 1847 Oregon History;Oregon;Oregon author.",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/532312,record,url,eng,,,{0806137002}
539815,https://catalog.sage.eou.edu/eg/opac/record/539815,"Following the Nez Perce trail : a guide to the Nee-Me-Poo National Historic Trail, with eyewitness accounts","Wilfong, Cheryl",,,2006,,History -- Automobile travel;Nez Perce National Historical Trail -- Nez Perce Indian Buffalo Trail -- Nez Perce National Historical Trail;Nez Perce National Historical Trail Guidebooks Nez Perce Indian Buffalo Trail History Automobile travel Nez Perce National Historical Trail Guidebooks,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/539815,record,url,eng,,,"{0870711172,9780870711176}"
542489,https://catalog.sage.eou.edu/eg/opac/record/542489,Death of Celilo Falls,"Barber, Katrine.",,,2005,,Celilo Falls Indian Relocation Project;Indians of North America -- Fishing -- Indians of North America -- Land tenure -- Indians of North America -- Relocation -- Salmon fishing -- Fishery law and legislation -- Water rights -- History -- History -- Environmental conditions -- Social conditions -- Environmental conditions -- Environmental conditions -- Water rights;Indians of North America Fishing Oregon Celilo Indians of North America Land tenure Oregon Celilo Indians of North America Relocation Oregon Celilo Salmon fishing Oregon Celilo Fishery law and legislation Oregon Celilo Water rights Oregon Celilo Celilo Falls Indian Relocation Project History Dalles Dam (Or. and Wash.) History Dalles Dam (Or. and Wash.) Environmental conditions Celilo (Or.) Social conditions Celilo (Or.) Environmental conditions Dalles (Or.) Environmental conditions Columbia River Water rights;Oregon -- Celilo -- Oregon -- Celilo -- Oregon -- Celilo -- Oregon -- Celilo -- Oregon -- Celilo -- Oregon -- Celilo -- Dalles Dam (Or. and Wash.) -- Dalles Dam (Or. and Wash.) -- Celilo (Or.) -- Celilo (Or.) -- Dalles (Or.) -- Columbia River,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/542489,record,url,eng,,,"{""0295985461 (pbk. : alk. paper)""}"
542744,https://catalog.sage.eou.edu/eg/opac/record/542744,Geology of Oregon,"Baldwin, Ewart Merlin 1915-",,,,,Geology;Geology Oregon;Oregon,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/542744,record,url,eng,,,"{""0840341059 (pbk.)""}"
547311,https://catalog.sage.eou.edu/eg/opac/record/547311,The town that was Maxville,"Highberger, Mark",,,2001,,History -- History;Wallowa County (Or.) -- Maxville (Or.);Wallowa County (Or.) History Maxville (Or.) History,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/547311,record,url,eng,,,
551342,https://catalog.sage.eou.edu/eg/opac/record/551342,The greening of Ben Brown : a novel,"Strelow, Michael 1943-","Portland, Or. : Hawthorne Books & Literary Arts, c2005.",,2005,,City and town life -- Male friendship -- Chemical spills -- Electric shock -- Human ecology;City and town life Fiction Male friendship Fiction Chemical spills Fiction Electric shock Fiction Human ecology Fiction Oregon Fiction;Oregon;psychological fiction,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/551342,record,url,eng,,,"{""0971691584 (alk. paper)""}"
553846,https://catalog.sage.eou.edu/eg/opac/record/553846,Forlorn hope : the Nez Perce victory at White Bird Canyon,"McDermott, John D. (John Dishon)",,,2003,,"Idaho;Nez Percé Indians -- Wars, 1877 -- Indians of North America -- History;Nez Percé Indians Wars, 1877 Indians of North America Idaho History Perry, David 1841-1908;Perry, David 1841-1908",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/553846,record,url,eng,,,"{""0870044354 (pbk.)""}"
553850,https://catalog.sage.eou.edu/eg/opac/record/553850,American impressionists,"Montgomery, Elizabeth Miles",,,2005,,"19th century;Impressionism (Art) -- Painting, American;Impressionism (Art) United States Painting, American 19th century;United States",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/553850,record,url,eng,,,{1572153628}
558984,https://catalog.sage.eou.edu/eg/opac/record/558984,Lord Grizzly,"Manfred, Frederick Feikema 1912-1994",,,1964,,"Fur trade;Glass, Hugh approximately 1780-approximately 1833;Glass, Hugh approximately 1780-approximately 1833 Fiction Fur trade Fiction",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/558984,record,url,eng,,,
560303,https://catalog.sage.eou.edu/eg/opac/record/560303,A pictorial history of the American Indian,"La Farge, Oliver 1901-1963",,,1974,,Indians of North America -- Indians of North America;Indians of North America Indians of North America Pictorial works,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/560303,record,url,eng,,,
561978,https://catalog.sage.eou.edu/eg/opac/record/561978,Talking with the past : the ethnography of rock art,,,,2006,,Rock paintings -- Petroglyphs -- Ethnology;Rock paintings Congresses Petroglyphs Congresses Ethnology Congresses,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/561978,record,url,eng,,,"{""0976480425 (pbk.)"",0976480433}"
562671,https://catalog.sage.eou.edu/eg/opac/record/562671,"Soldier to advocate : C.E.S. Wood's 1877 legacy : a soldier's unpublished diary, drawings, poetry, and letters of Alaska and the Nez Perce conflict","Venn, George 1943-",,,2006,,"1867-1959;Alaska;Authors, American;Nez Percé Indians -- Government relations -- Nez Percé Indians -- Wars, 1877 -- History;Wood, Charles Erskine Scott 1852-1944;Wood, Charles Erskine Scott 1852-1944 Nez Percé Indians Government relations Sources Nez Percé Indians Wars, 1877 Personal narratives Alaska History 1867-1959 Sources",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/562671,record,url,eng,,,"{9781877655487,1877655481}"
562764,https://catalog.sage.eou.edu/eg/opac/record/562764,"Ecological imperialism : the biological expansion of Europe, 900-1900","Crosby, Alfred W.",,,1986,,"4;Human ecology -- Europeans -- Migrations -- Human geography -- Biogeography -- Ecologie humaine -- Géographie humaine -- Biogéographie -- Européens -- Migrations -- Europe -- Organisms -- Migration, 900-1900. -- Sociale ecologie -- Dieren -- Planten -- Geografische verspreiding;Human ecology Europeans Migrations Human geography Biogeography Ecologie humaine Géographie humaine Biogéographie Européens Migrations Europe Organisms Migration, 900-1900. Sociale ecologie Dieren Planten Geografische verspreiding 4",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/562764,record,url,eng,,,"{""0521336139 (pbk.)"",0521320097}"
563328,https://catalog.sage.eou.edu/eg/opac/record/563328,Traplines : coming home to Sawtooth Valley,"Rember, John",,,2003,,"20th century -- 20th century;Childhood and youth -- Authors, American -- Homes and haunts -- Homes and haunts -- Social life and customs -- Authors, American -- Intellectual life;Idaho -- Sawtooth Valley -- Idaho -- Sawtooth Valley -- Sawtooth Valley (Idaho) -- Idaho -- Sawtooth Valley (Idaho);Rember, John;Rember, John Childhood and youth Authors, American Homes and haunts Idaho Sawtooth Valley Rember, John Homes and haunts Idaho Sawtooth Valley Sawtooth Valley (Idaho) Social life and customs Authors, American 20th century Biography Idaho Intellectual life 20th century Sawtooth Valley (Idaho) Biography;Rember, John Rember, John",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/563328,record,url,eng,,,{0375422072}
563689,https://catalog.sage.eou.edu/eg/opac/record/563689,Wagons west : the epic story of America's overland trails,"McLynn, Frank","New York : Grove Press, 2002.",,2002,,19th century -- 19th century -- To 1848 -- 1848-1860;Overland journeys to the Pacific -- History -- Trails -- History -- Frontier and pioneer life -- Pioneers -- History -- History -- History;Overland journeys to the Pacific History Trails West (U.S.) History 19th century Frontier and pioneer life West (U.S.) Pioneers West (U.S.) History 19th century West (U.S.) History To 1848 West (U.S.) History 1848-1860;West (U.S.) -- West (U.S.) -- West (U.S.) -- West (U.S.) -- West (U.S.),,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/563689,record,url,eng,,,{0802117317}
565991,https://catalog.sage.eou.edu/eg/opac/record/565991,"Vigilante days and ways : the pioneers of the Rockies, the makers and making of Montana, Idaho, Oregon, Washington and Wyoming","Langford, Nathaniel Pitt 1832-1911",,,1957,,Montana -- Northwestern States -- Northwestern States -- West (U.S.);Vigilance committees -- History -- Frontier and pioneer life -- History -- History;Vigilance committees Montana History Frontier and pioneer life Northwestern States Northwestern States History West (U.S.) History,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/565991,record,url,eng,,,
